actor1,actor2,orderprod,film_id,ratings,id,title, budget , revenue ,profit,genres,original_language,overview,production_companies,production_countries,USA,release_date,runtime,spoken_languages,status,tagline,popularity,vote_average,vote_count,production_companies_number,production_countries_number,spoken_languages_number
Richard Madden,Kelly Reilly,8,tt2368619,6.3,333669,Bastille Day," 20,000,000 "," 14,397,593 ",-5602407,Action,en,"Michael Mason is an American pickpocket living in Paris who finds himself hunted by the CIA when he steals a bag that contains more than just a wallet. Sean Briar, the field agent on the case, soon realises that Michael is just a pawn in a much bigger game and is also his best asset to uncover a large-scale conspiracy.",StudioCanal,Luxembourg,0,22/04/2016,92,English,Released,With law comes disorder,2.950836,5.9,320,7,4,2
Cillian Murphy,Sharlto Copley,4,tt4158096,6.4,334521,Free Fire," 10,000,000 "," 3,565,109 ",-6434891,Action|Comedy|Crime|Thriller,en,"A crime drama set in 1970s Boston, about a gun sale which goes wrong.",Film4,France,0,31/03/2017,90,English,Released,All guns. No control.,3.586168,6.3,165,4,2,1
Cillian Murphy,Armie Hammer,12,tt4158096,6.4,334521,Free Fire," 10,000,000 "," 3,565,109 ",-6434891,Action|Comedy|Crime|Thriller,en,"A crime drama set in 1970s Boston, about a gun sale which goes wrong.",Film4,France,0,31/03/2017,90,English,Released,All guns. No control.,3.586168,6.3,165,4,2,1
Sharlto Copley,Armie Hammer,3,tt4158096,6.4,334521,Free Fire," 10,000,000 "," 3,565,109 ",-6434891,Action|Comedy|Crime|Thriller,en,"A crime drama set in 1970s Boston, about a gun sale which goes wrong.",Film4,France,0,31/03/2017,90,English,Released,All guns. No control.,3.586168,6.3,165,4,2,1
Brie Larson,Cillian Murphy,8,tt4158096,6.4,334521,Free Fire," 10,000,000 "," 3,565,109 ",-6434891,Action|Comedy|Crime|Thriller,en,"A crime drama set in 1970s Boston, about a gun sale which goes wrong.",Film4,France,0,31/03/2017,90,English,Released,All guns. No control.,3.586168,6.3,165,4,2,1
Brie Larson,Sharlto Copley,2,tt4158096,6.4,334521,Free Fire," 10,000,000 "," 3,565,109 ",-6434891,Action|Comedy|Crime|Thriller,en,"A crime drama set in 1970s Boston, about a gun sale which goes wrong.",Film4,France,0,31/03/2017,90,English,Released,All guns. No control.,3.586168,6.3,165,4,2,1
Brie Larson,Armie Hammer,6,tt4158096,6.4,334521,Free Fire," 10,000,000 "," 3,565,109 ",-6434891,Action|Comedy|Crime|Thriller,en,"A crime drama set in 1970s Boston, about a gun sale which goes wrong.",Film4,France,0,31/03/2017,90,English,Released,All guns. No control.,3.586168,6.3,165,4,2,1
Matthew McConaughey,Edgar Ramírez,2,tt1800302,6.7,334524,Gold," 20,000,000 "," 7,227,038 ",-12772962,Thriller|Adventure|Drama,en,"Kenny Wells, a modern-day prospector, hustler, and dreamer, is desperate for a lucky break. Left with few options, Wells teams up with an equally luckless geologist to execute a grandiose, last-ditch effort: to find gold deep in the uncharted jungle of Indonesia.",Living Films,United States of America,1,22/12/2016,120,English,Released,Prove 'em all wrong,3.665369,6.6,308,4,1,2
Matthew McConaughey,Bryce Dallas Howard,3,tt1800302,6.7,334524,Gold," 20,000,000 "," 7,227,038 ",-12772962,Thriller|Adventure|Drama,en,"Kenny Wells, a modern-day prospector, hustler, and dreamer, is desperate for a lucky break. Left with few options, Wells teams up with an equally luckless geologist to execute a grandiose, last-ditch effort: to find gold deep in the uncharted jungle of Indonesia.",Living Films,United States of America,1,22/12/2016,120,English,Released,Prove 'em all wrong,3.665369,6.6,308,4,1,2
Matthew McConaughey,Corey Stoll,4,tt1800302,6.7,334524,Gold," 20,000,000 "," 7,227,038 ",-12772962,Thriller|Adventure|Drama,en,"Kenny Wells, a modern-day prospector, hustler, and dreamer, is desperate for a lucky break. Left with few options, Wells teams up with an equally luckless geologist to execute a grandiose, last-ditch effort: to find gold deep in the uncharted jungle of Indonesia.",Living Films,United States of America,1,22/12/2016,120,English,Released,Prove 'em all wrong,3.665369,6.6,308,4,1,2
Bryce Dallas Howard,Edgar Ramírez,6,tt1800302,6.7,334524,Gold," 20,000,000 "," 7,227,038 ",-12772962,Thriller|Adventure|Drama,en,"Kenny Wells, a modern-day prospector, hustler, and dreamer, is desperate for a lucky break. Left with few options, Wells teams up with an equally luckless geologist to execute a grandiose, last-ditch effort: to find gold deep in the uncharted jungle of Indonesia.",Living Films,United States of America,1,22/12/2016,120,English,Released,Prove 'em all wrong,3.665369,6.6,308,4,1,2
Bryce Dallas Howard,Corey Stoll,12,tt1800302,6.7,334524,Gold," 20,000,000 "," 7,227,038 ",-12772962,Thriller|Adventure|Drama,en,"Kenny Wells, a modern-day prospector, hustler, and dreamer, is desperate for a lucky break. Left with few options, Wells teams up with an equally luckless geologist to execute a grandiose, last-ditch effort: to find gold deep in the uncharted jungle of Indonesia.",Living Films,United States of America,1,22/12/2016,120,English,Released,Prove 'em all wrong,3.665369,6.6,308,4,1,2
Corey Stoll,Edgar Ramírez,8,tt1800302,6.7,334524,Gold," 20,000,000 "," 7,227,038 ",-12772962,Thriller|Adventure|Drama,en,"Kenny Wells, a modern-day prospector, hustler, and dreamer, is desperate for a lucky break. Left with few options, Wells teams up with an equally luckless geologist to execute a grandiose, last-ditch effort: to find gold deep in the uncharted jungle of Indonesia.",Living Films,United States of America,1,22/12/2016,120,English,Released,Prove 'em all wrong,3.665369,6.6,308,4,1,2
Viggo Mortensen,George MacKay,2,tt3553976,7.9,334533,Captain Fantastic," 5,000,000 "," 14,904,961 ",9904961,Adventure|Comedy|Drama|Romance,en,A father living in the forests of the Pacific Northwest with his six young kids tries to assimilate back into society.,Electric City Entertainment,United States of America,1,2/7/2016,119,Esperanto,Released,He Prepared Them for Everything Except the Outside World.,5.684713,7.9,1261,3,1,2
Viggo Mortensen,Samantha Isler,3,tt3553976,7.9,334533,Captain Fantastic," 5,000,000 "," 14,904,961 ",9904961,Adventure|Comedy|Drama|Romance,en,A father living in the forests of the Pacific Northwest with his six young kids tries to assimilate back into society.,Electric City Entertainment,United States of America,1,2/7/2016,119,Esperanto,Released,He Prepared Them for Everything Except the Outside World.,5.684713,7.9,1261,3,1,2
Viggo Mortensen,Annalise Basso,4,tt3553976,7.9,334533,Captain Fantastic," 5,000,000 "," 14,904,961 ",9904961,Adventure|Comedy|Drama|Romance,en,A father living in the forests of the Pacific Northwest with his six young kids tries to assimilate back into society.,Electric City Entertainment,United States of America,1,2/7/2016,119,Esperanto,Released,He Prepared Them for Everything Except the Outside World.,5.684713,7.9,1261,3,1,2
George MacKay,Samantha Isler,6,tt3553976,7.9,334533,Captain Fantastic," 5,000,000 "," 14,904,961 ",9904961,Adventure|Comedy|Drama|Romance,en,A father living in the forests of the Pacific Northwest with his six young kids tries to assimilate back into society.,Electric City Entertainment,United States of America,1,2/7/2016,119,Esperanto,Released,He Prepared Them for Everything Except the Outside World.,5.684713,7.9,1261,3,1,2
George MacKay,Annalise Basso,8,tt3553976,7.9,334533,Captain Fantastic," 5,000,000 "," 14,904,961 ",9904961,Adventure|Comedy|Drama|Romance,en,A father living in the forests of the Pacific Northwest with his six young kids tries to assimilate back into society.,Electric City Entertainment,United States of America,1,2/7/2016,119,Esperanto,Released,He Prepared Them for Everything Except the Outside World.,5.684713,7.9,1261,3,1,2
Annalise Basso,Samantha Isler,12,tt3553976,7.9,334533,Captain Fantastic," 5,000,000 "," 14,904,961 ",9904961,Adventure|Comedy|Drama|Romance,en,A father living in the forests of the Pacific Northwest with his six young kids tries to assimilate back into society.,Electric City Entertainment,United States of America,1,2/7/2016,119,Esperanto,Released,He Prepared Them for Everything Except the Outside World.,5.684713,7.9,1261,3,1,2
Casey Affleck,Kyle Chandler,3,tt4034228,7.8,334541,Manchester by the Sea," 8,500,000 "," 62,179,363 ",53679363,Drama,en,"After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised.",Big Indie Pictures,United States of America,1,18/11/2016,135,English,Released,,3.925697,7.5,1332,7,1,1
Casey Affleck,Lucas Hedges,4,tt4034228,7.8,334541,Manchester by the Sea," 8,500,000 "," 62,179,363 ",53679363,Drama,en,"After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised.",Big Indie Pictures,United States of America,1,18/11/2016,135,English,Released,,3.925697,7.5,1332,7,1,1
Casey Affleck,Michelle Williams,2,tt4034228,7.8,334541,Manchester by the Sea," 8,500,000 "," 62,179,363 ",53679363,Drama,en,"After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised.",Big Indie Pictures,United States of America,1,18/11/2016,135,English,Released,,3.925697,7.5,1332,7,1,1
Kyle Chandler,Lucas Hedges,12,tt4034228,7.8,334541,Manchester by the Sea," 8,500,000 "," 62,179,363 ",53679363,Drama,en,"After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised.",Big Indie Pictures,United States of America,1,18/11/2016,135,English,Released,,3.925697,7.5,1332,7,1,1
Kyle Chandler,Michelle Williams,6,tt4034228,7.8,334541,Manchester by the Sea," 8,500,000 "," 62,179,363 ",53679363,Drama,en,"After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised.",Big Indie Pictures,United States of America,1,18/11/2016,135,English,Released,,3.925697,7.5,1332,7,1,1
Michelle Williams,Lucas Hedges,8,tt4034228,7.8,334541,Manchester by the Sea," 8,500,000 "," 62,179,363 ",53679363,Drama,en,"After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised.",Big Indie Pictures,United States of America,1,18/11/2016,135,English,Released,,3.925697,7.5,1332,7,1,1
Nicole Kidman,Dev Patel,2,tt3741834,8,334543,Lion," 12,000,000 "," 139,364,378 ",127364378,Drama,en,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia; 25 years later, he sets out to find his lost family.",The Weinstein Company,Australia,0,24/11/2016,118,বাংলা,Released,The search begins,6.605425,8,1379,5,3,3
Nicole Kidman,Rooney Mara,6,tt3741834,8,334543,Lion," 12,000,000 "," 139,364,378 ",127364378,Drama,en,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia; 25 years later, he sets out to find his lost family.",The Weinstein Company,Australia,0,24/11/2016,118,বাংলা,Released,The search begins,6.605425,8,1379,5,3,3
Nicole Kidman,Sunny Pawar,8,tt3741834,8,334543,Lion," 12,000,000 "," 139,364,378 ",127364378,Drama,en,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia; 25 years later, he sets out to find his lost family.",The Weinstein Company,Australia,0,24/11/2016,118,বাংলা,Released,The search begins,6.605425,8,1379,5,3,3
Dev Patel,Sunny Pawar,4,tt3741834,8,334543,Lion," 12,000,000 "," 139,364,378 ",127364378,Drama,en,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia; 25 years later, he sets out to find his lost family.",The Weinstein Company,Australia,0,24/11/2016,118,বাংলা,Released,The search begins,6.605425,8,1379,5,3,3
Rooney Mara,Dev Patel,3,tt3741834,8,334543,Lion," 12,000,000 "," 139,364,378 ",127364378,Drama,en,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia; 25 years later, he sets out to find his lost family.",The Weinstein Company,Australia,0,24/11/2016,118,বাংলা,Released,The search begins,6.605425,8,1379,5,3,3
